company_number,company_name,company_status,company_type,date_of_creation,address_line_1,address_line_2,locality,postal_code,country,sic_codes,name_norm,outward_postcode,match_key,accounts_type,last_accounts_made_up_to,next_accounts_due,has_recent_accounts,accounts_overdue,sic_codes_ch,is_group_like,parent_name,parent_postcode,parent_match_key,parent_in_esos,covered_by_group,age_years,primary_sic,sector,esos_score
SC669246,ROASTED(ABERDEEN) LTD LIMITED,active,ltd,2020-07-29,11 Mile End Place,,Aberdeen,AB15 5PZ,United Kingdom,['56210'],ROASTEDABERDEEN,AB15,ROASTEDABERDEEN|AB15,null,,2022-04-29,False,True,56210,False,,,,False,False,5.431895961670089,56210,Other,0
02458941,KALIBER SYSTEMS LIMITED,active,ltd,1990-01-12,260 - 270 Butterfield Great Marlings,,Luton,LU2 8DL,England,['62020'],KALIBERSYSTEMS,LU2,KALIBERSYSTEMS|LU2,micro-entity,2024-05-31,2026-02-28,True,False,62020,False,,,,False,False,35.97535934291581,62020,Other,-2
03549183,31 WOODVILLE GARDENS LIMITED,active,ltd,1998-04-20,82 Chertsey Road,Chobham,Woking,GU24 8PJ,,['68320'],31WOODVILLEGARDENS,GU24,31WOODVILLEGARDENS|GU24,dormant,2025-04-30,2027-01-31,True,False,68320,False,,,,False,False,27.707049965776864,68320,Buildings,-2
04205353,RAPID ACCOUNTING SERVICES LIMITED,active,ltd,2001-04-25,11 Gypsy Lane,,Marlow,SL7 3JT,,['69201'],RAPIDACCOUNTING,SL7,RAPIDACCOUNTING|SL7,micro-entity,2024-09-30,2026-06-30,True,False,69201,False,,,,False,False,24.692676249144423,69201,Other,-2
05165261,D&A (2033) LIMITED,active,ltd,2004-06-29,5th Floor 14 Brooks Mews,,London,W1K 4DG,United Kingdom,['99999'],DANDA2033,W1K,DANDA2033|W1K,dormant,2025-03-31,2026-12-31,True,False,99999,False,,,,False,False,21.51403148528405,99999,Other,-2
05344900,BB CONSTRUCTION (MIDLANDS) LIMITED,active,ltd,2005-01-27,Holbeche House 437 Shirley Road,Acocks Green,Birmingham,B27 7NX,England,['42990'],BBCONSTRUCTIONMIDLANDS,B27,BBCONSTRUCTIONMIDLANDS|B27,micro-entity,2022-01-31,2024-01-31,True,True,42990,False,,,,False,False,20.933607118412045,42990,Buildings,-2
05582970,BROMLEY CROSS MINI-MART LIMITED,active,ltd,2005-10-04,6th Floor Amp House,Dingwall Road,Croydon,CR0 2LX,United Kingdom,['46170'],BROMLEYCROSSMINIMART,CR0,BROMLEYCROSSMINIMART|CR0,micro-entity,2024-10-31,2026-07-31,True,False,46170,False,,,,False,False,20.249144421629023,46170,Other,-2
05674119,PRIVATE EYE SERVICE LIMITED,active,ltd,2006-01-12,235 Three Bridges Road,,Crawley,RH10 1LS,England,['63990'],PRIVATEEYESERVICE,RH10,PRIVATEEYESERVICE|RH10,micro-entity,2024-03-31,2025-12-31,True,True,63990,False,,,,False,False,19.975359342915812,63990,Other,-2
05814960,TITAS DEVELOPMENT LIMITED,active,ltd,2006-05-12,36 Mandeville Road,London,,N14 7NH,,['68209'],TITASDEVELOPMENT,N14,TITASDEVELOPMENT|N14,micro-entity,2024-05-31,2026-02-28,True,False,68209,False,,,,False,False,19.64681724845996,68209,Buildings,-2
06202157,HILOKA LIMITED,active,ltd,2007-04-03,"Alvearium House, Felden Lane",Hemel Hempstead,Hemel Hempstead,HP3 0BA,,['62020'],HILOKA,HP3,HILOKA|HP3,micro-entity,2022-04-30,2024-01-31,True,True,62020,False,,,,False,False,18.754277891854894,62020,Other,-2
06590976,FORTGUARDSECURITY LTD,active,ltd,2008-05-13,Church House 137 Brent Street,Hendon,London,NW4 4DJ,,['80100'],FORTGUARDSECURITY,NW4,FORTGUARDSECURITY|NW4,micro-entity,2023-05-31,2025-02-28,True,True,80100,False,,,,False,False,17.642710472279262,80100,Other,-2
06658367,TIRROL PROJECTS LIMITED,active,ltd,2008-07-29,Westfield Farm Westgate Hill Street,Tong,Bradford,BD4 0SL,,['99999'],TIRROLPROJECTS,BD4,TIRROLPROJECTS|BD4,total-exemption-small,2011-05-31,2013-02-28,True,True,99999,False,,,,False,False,17.43189596167009,99999,Other,-2
07076590,Z E WILLIAMS COMPANY LTD,active,ltd,2009-11-14,85 Hanover Terrace,,Brighton,BN2 9SP,,['62090'],ZEWILLIAMSCOMPANY,BN2,ZEWILLIAMSCOMPANY|BN2,dormant,2012-11-30,2014-08-31,True,True,62090,False,,,,False,False,16.136892539356605,62090,Other,-2
07135418,CAPSTONE ACCOUNTANTS LIMITED,active,ltd,2010-01-26,59 North Downs Crescent,New Addington,Croydon,CR0 0LJ,,['74909'],CAPSTONEACCOUNTANTS,CR0,CAPSTONEACCOUNTANTS|CR0,micro-entity,2025-01-31,2026-10-31,True,False,74909,False,,,,False,False,15.937029431895962,74909,Other,-2
07199508,786 SECURITY SERVICES LTD,active,ltd,2010-03-23,105 Howard Avenue,,Slough,SL2 1LB,England,['80100'],786SECURITY,SL2,786SECURITY|SL2,total-exemption-small,2013-03-31,,True,,80100,False,,,,False,False,15.783709787816564,80100,Other,-2
07556484,LUK2000 LTD,active,ltd,2011-03-08,30 Queensway,Burton Latimer,Kettering,NN15 5QW,England,['52219'],LUK2000,NN15,LUK2000|NN15,micro-entity,2025-03-31,2026-12-31,True,False,52219,False,,,,False,False,14.825462012320328,52219,Transport,-2
07628450,REMARKABLE TUTORING LTD,active,ltd,2011-05-10,27a Bancroft,,Hitchin,SG5 1JW,,['85600'],REMARKABLETUTORING,SG5,REMARKABLETUTORING|SG5,micro-entity,2025-07-31,2027-04-30,True,False,85600,False,,,,False,False,14.652977412731007,85600,Other,-2
07740842,DECOUPLE LIMITED,active,ltd,2011-08-15,Ashlea Merrybank Lane,Huby,Leeds,LS17 0EW,,['70229'],DECOUPLE,LS17,DECOUPLE|LS17,micro-entity,2024-08-31,2026-05-31,True,False,70229,False,,,,False,False,14.387405886379192,70229,Other,-2
07766262,JONATHAN VINING LIMITED,active,ltd,2011-09-07,Elfed House Oak Tree Court,Cardiff Gate Business Park,Cardiff,CF23 8RS,,['99999'],JONATHANVINING,CF23,JONATHANVINING|CF23,dormant,2024-09-30,2026-06-30,True,False,99999,False,,,,False,False,14.324435318275153,99999,Other,-2
07891312,FAST FOODS LDN LTD,active,ltd,2011-12-23,Alpha House,296 Kenton Road,Harrow,HA3 8DD,England,['56101'],FASTFOODSLDN,HA3,FASTFOODSLDN|HA3,micro-entity,2023-10-31,2025-07-31,True,True,56101,False,,,,False,False,14.03148528405202,56101,Other,-2
07911039,TREE FROG DIGITAL LIMITED,active,ltd,2012-01-16,44 Woodall Avenue,Saltney,Chester,CH4 8LR,Wales,['62020'],TREEFROGDIGITAL,CH4,TREEFROGDIGITAL|CH4,micro-entity,2023-01-31,2024-10-31,True,True,62020,False,,,,False,False,13.96577686516085,62020,Other,-2
07929667,CROYDON LODGE HOTEL LIMITED,active,ltd,2012-01-31,"Suite 3, Exhibition House",Addison Bridge Place,London,W14 8XP,England,['55100'],CROYDONLODGEHOTEL,W14,CROYDONLODGEHOTEL|W14,micro-entity,2024-03-31,2026-03-31,True,False,55100,False,,,,False,False,13.924709103353868,55100,Other,-2
08062904,L A COUNSELLING LTD,active,ltd,2012-05-09,76c Davyhulme Road Davyhulme Road,Urmston,Manchester,M41 7DN,England,['82990'],LACOUNSELLING,M41,LACOUNSELLING|M41,micro-entity,2024-05-31,2026-02-28,True,False,82990,False,,,,False,False,13.653661875427789,82990,Buildings,-2
08084372,HARVEST PARTS LIMITED,active,ltd,2012-05-25,Crofton Hall Farm,Thursby,Carlisle,CA5 6QB,,['46610'],HARVESTPARTS,CA5,HARVESTPARTS|CA5,micro-entity,2024-04-30,2026-01-31,True,False,46610,False,,,,False,False,13.609856262833675,46610,Other,-2
08505808,JETS4UDIRECT LIMITED,active,ltd,2013-04-26,12 Clarendon Place,Clarendon Place,Leamington Spa,CV32 5QR,,['46140'],JETS4UDIRECT,CV32,JETS4UDIRECT|CV32,dormant,2023-04-30,2025-01-31,True,True,46140,False,,,,False,False,12.68993839835729,46140,Other,-2
08514974,WEST END GARAGE (WOLSINGHAM) LTD,active,ltd,2013-05-02,3 Hope Street House,Hope Street,Crook,DL15 9HU,England,['45200'],WESTENDGARAGEWOLSINGHAM,DL15,WESTENDGARAGEWOLSINGHAM|DL15,micro-entity,2025-05-31,2027-02-28,True,False,45200,False,,,,False,False,12.673511293634498,45200,Other,-2
08517586,PISCIANAQUA LTD,active,ltd,2013-05-07,39 Leys Road Leys Road,Bennetts End,Hemel Hempstead,HP3 9LX,England,['14132'],PISCIANAQUA,HP3,PISCIANAQUA|HP3,dormant,2022-05-31,2024-02-29,True,True,14132,False,,,,False,False,12.659822039698836,14132,Industrial,-2
08522524,UNI CYCLES (MIDLANDS) LIMITED,active,ltd,2013-05-09,Office 3 Ashby House,105 Ashby Road,Loughborough,LE11 3AB,United Kingdom,['47640'],UNICYCLESMIDLANDS,LE11,UNICYCLESMIDLANDS|LE11,micro-entity,2025-05-31,2027-02-28,True,False,47640,False,,,,False,False,12.654346338124572,47640,Other,-2
08535879,PROJECTLINE CONSULTING LIMITED,active,ltd,2013-05-20,3 Piccadilly Place,,Manchester,M1 3BN,United Kingdom,['74909'],PROJECTLINECONSULTING,M1,PROJECTLINECONSULTING|M1,micro-entity,2022-05-31,2024-02-29,True,True,74909,False,,,,False,False,12.624229979466119,74909,Other,-2
08550396,ULOT LTD,active,ltd,2013-05-30,256 Wricklemarsh Road,,London,SE3 8DW,England,['70229'],ULOT,SE3,ULOT|SE3,micro-entity,2023-05-31,2025-02-28,True,True,70229,False,,,,False,False,12.596851471594798,70229,Other,-2
08584305,VICKY EASTON CONSULTING LIMITED,active,ltd,2013-06-25,58 Kelham Hall Drive,Wheatley,Oxford,OX33 1YB,,['82990'],VICKYEASTONCONSULTING,OX33,VICKYEASTONCONSULTING|OX33,micro-entity,2023-06-30,2025-03-31,True,True,82990,False,,,,False,False,12.525667351129364,82990,Buildings,-2
08744137,ASCENTCO CATERING AND EVENT MANAGEMENT SERVICES LTD,active,ltd,2013-10-22,109 Coleman Road,,Leicester,LE5 4LE,United Kingdom,['56210'],ASCENTCOCATERINGANDEVENTMANAGEMENT,LE5,ASCENTCOCATERINGANDEVENTMANAGEMENT|LE5,micro-entity,2024-04-30,2026-01-31,True,False,56210,False,,,,False,False,12.199863107460644,56210,Other,-2
09018436,OSBISTON ELECTRICAL SERVICES LIMITED,active,ltd,2014-04-30,Five Ways,57/59 Hatfield Road,Potters Bar,EN6 1HS,,['43210'],OSBISTONELECTRICAL,EN6,OSBISTONELECTRICAL|EN6,micro-entity,2025-04-30,2027-01-31,True,False,43210,False,,,,False,False,11.679671457905544,43210,Buildings,-2
09100817,TMO SOLUTIONS LIMITED,active,ltd,2014-06-24,18 Meadow Sweet Road,,Rushden,NN10 0GA,England,['69201'],TMOSOLUTIONS,NN10,TMOSOLUTIONS|NN10,micro-entity,2023-06-30,2025-03-31,True,True,69201,False,,,,False,False,11.529089664613279,69201,Other,-2
09430124,NICE WAY LTD,active,ltd,2015-02-09,1st Floor 23 Hessel Street,,London,E1 2LR,England,['96090'],NICEWAY,E1,NICEWAY|E1,micro-entity,2024-12-31,2026-09-30,True,False,96090,False,,,,False,False,10.899383983572895,96090,Other,-2
09438191,QNEKT LTD,active,ltd,2015-02-13,65 Goswell Road,,London,EC1V 7EN,England,['63990'],QNEKT,EC1V,QNEKT|EC1V,micro-entity,2023-02-28,2024-11-30,True,True,63990,False,,,,False,False,10.888432580424366,63990,Other,-2
09599377,ROMAAN'S IDEAL FASHION LIMITED,active,ltd,2015-05-19,43a Carnarvon Street,,Manchester,M3 1EZ,England,['47910'],ROMAANSIDEALFASHION,M3,ROMAANSIDEALFASHION|M3,micro-entity,2021-05-31,2023-02-28,True,True,47910,False,,,,False,False,10.628336755646817,47910,Other,-2
09726484,JAZ MICHELLE LTD.,active,ltd,2015-08-11,244 Amersham Road,Hazlemere,High Wycombe,HP15 7QN,England,['68209'],JAZMICHELLE,HP15,JAZMICHELLE|HP15,micro-entity,2024-08-31,2026-05-31,True,False,68209,False,,,,False,False,10.39835728952772,68209,Buildings,-2
09734017,DEAN NELSON FABRICATIONS LTD,active,ltd,2015-08-14,28 Hothfield Drive,,Appleby-In-Westmorland,CA16 6HJ,England,['25110'],DEANNELSONFABRICATIONS,CA16,DEANNELSONFABRICATIONS|CA16,micro-entity,2024-08-31,2026-05-31,True,False,25110,False,,,,False,False,10.390143737166325,25110,Industrial,-2
09844568,GET SOFTWARE LTD,active,ltd,2015-10-27,10 Brownrigg Crescent,,Bracknell,RG12 2PZ,United Kingdom,['62012'],GETSOFTWARE,RG12,GETSOFTWARE|RG12,micro-entity,2017-02-28,2018-11-30,True,True,62012,False,,,,False,False,10.18754277891855,62012,Other,-2
10051522,10051522 LTD,active,ltd,2016-03-09,44 West Way,,Hounslow,TW5 0JF,United Kingdom,['62020'],10051522,TW5,10051522|TW5,micro-entity,2017-03-31,2018-12-31,True,True,62020,False,,,,False,False,9.820670773442847,62020,Other,-2
10129866,LUNCH AND MORE LTD,active,ltd,2016-04-18,21 Westow Street,,London,SE19 3RY,England,['56102'],LUNCHANDMORE,SE19,LUNCHANDMORE|SE19,micro-entity,2022-04-30,2024-01-31,True,True,56102,False,,,,False,False,9.711156741957563,56102,Other,-2
10145628,MYPHOTOBASE LTD,active,ltd,2016-04-25,6 Robin Crescent,,London,E6 5XA,England,['96090'],MYPHOTOBASE,E6,MYPHOTOBASE|E6,micro-entity,2025-03-31,2026-12-31,True,False,96090,False,,,,False,False,9.69199178644764,96090,Other,-2
10148293,VS FIXING LIMITED,active,ltd,2016-04-26,41a Mygrove Gardens,,Rainham,RM13 9QT,England,['43999'],VSFIXING,RM13,VSFIXING|RM13,micro-entity,2022-04-30,2024-01-31,True,True,43999,False,,,,False,False,9.689253935660506,43999,Buildings,-2
10150363,DILSHAD TANDOORI LIMITED,active,ltd,2016-04-27,91 Soho Hill,,Birmingham,B19 1AY,United Kingdom,['56101'],DILSHADTANDOORI,B19,DILSHADTANDOORI|B19,micro-entity,2022-04-30,2024-01-31,True,True,56101,False,,,,False,False,9.686516084873375,56101,Other,-2
10159582,DC RAIL & CIVIL ENGINEERING LTD,active,ltd,2016-05-03,52 Mayfield Road,,Dunstable,LU5 4AP,England,['42120'],DCRAILANDCIVILENGINEERING,LU5,DCRAILANDCIVILENGINEERING|LU5,micro-entity,2022-05-31,2024-02-29,True,True,42120,False,,,,False,False,9.670088980150581,42120,Buildings,-2
10171632,KESTAS&CO(LONDON) LTD,active,ltd,2016-05-10,31 Station Road North,,Belvedere,DA17 6JL,United Kingdom,['41100'],KESTASANDCOLONDON,DA17,KESTASANDCOLONDON|DA17,micro-entity,2022-05-31,2024-02-29,True,True,41100,False,,,,False,False,9.650924024640657,41100,Buildings,-2
10528701,G&C OPERATIONS LTD,active,ltd,2016-12-16,1 Thornton Villas,Hampton Lane,Feltham,TW13 6NP,United Kingdom,['49410'],GANDCOPERATIONS,TW13,GANDCOPERATIONS|TW13,micro-entity,2023-12-31,2025-09-30,True,True,49410,False,,,,False,False,9.048596851471595,49410,Transport,-2
10605374,D N NORTON LIMITED,active,ltd,2017-02-07,6a Black Diamond Way,Eaglescliffe,Stockton On Tees,TS16 0SE,England,['71129'],DNNORTON,TS16,DNNORTON|TS16,dormant,2023-02-28,2024-11-30,True,True,71129,False,,,,False,False,8.903490759753593,71129,Other,-2
10651001,AGIE&KATIE LTD,active,ltd,2017-03-03,12 St. Johns Square,,Stoke-On-Trent,ST6 3AJ,England,['56101'],AGIEANDKATIE,ST6,AGIEANDKATIE|ST6,micro-entity,2024-03-31,2025-12-31,True,True,56101,False,,,,False,False,8.837782340862423,56101,Other,-2
10694091,BIG TOP CIRCUS (2017) LTD,active,ltd,2017-03-28,The Bungalow Common Lane,Heapham,Gainsborough,DN21 5XD,England,['82990'],BIGTOPCIRCUS2017,DN21,BIGTOPCIRCUS2017|DN21,micro-entity,2020-03-30,2021-12-30,True,True,82990,False,,,,False,False,8.76933607118412,82990,Buildings,-2
10707916,CHASE GROUNDWORKS SW LIMITED,active,ltd,2017-04-04,Unit 10 Dainton Buissness Park,Heathfield Industrial Estate,Newton Abbot,TQ12 6RG,England,['41202'],CHASEGROUNDWORKSSW,TQ12,CHASEGROUNDWORKSSW|TQ12,micro-entity,2022-04-30,2024-01-31,True,True,41202,False,,,,False,False,8.750171115674195,41202,Buildings,-2
10718776,GAS HEAT PUMP SERVICES LTD,active,ltd,2017-04-10,6a Clarendon Villas,,Hove,BN3 3RB,England,['96090'],GASHEATPUMP,BN3,GASHEATPUMP|BN3,micro-entity,2022-04-30,2024-01-31,True,True,96090,False,,,,False,False,8.733744010951403,96090,Other,-2
10726507,A C TEK-SOL LTD,active,ltd,2017-04-18,Carreg Y Bedmon,Llanfairynghornwy,Holyhead,LL65 4LY,Wales,['45200'],ACTEKSOL,LL65,ACTEKSOL|LL65,micro-entity,2022-04-30,2024-01-31,True,True,45200,False,,,,False,False,8.711841204654347,45200,Other,-2
10747819,CB ODDIE LTD,active,ltd,2017-05-02,Odd One Out,28 Mersea Road,Colchester,CO2 7ET,England,['56302'],CBODDIE,CO2,CBODDIE|CO2,micro-entity,2025-04-30,2027-01-31,True,False,56302,False,,,,False,False,8.673511293634498,56302,Other,-2
10941529,CLIVES WINES LTD,active,ltd,2017-09-01,2 Tudor Park Gardens,,Burntwood,WS7 0BA,United Kingdom,['82990'],CLIVESWINES,WS7,CLIVESWINES|WS7,micro-entity,2024-09-30,2026-06-30,True,False,82990,False,,,,False,False,8.33949349760438,82990,Buildings,-2
10994902,ANDREW & LAW LIMITED,active,ltd,2017-10-04,24b Coombe Road,,New Malden,KT3 4QE,England,['69109'],ANDREWANDLAW,KT3,ANDREWANDLAW|KT3,dormant,2025-02-14,2026-11-14,True,False,69109,False,,,,False,False,8.24914442162902,69109,Other,-2
11045306,EVI SOLUTIONS LIMITED,active,ltd,2017-11-02,89b The Old Church,89b Quicks Road,Wimbledon,SW19 1EX,United Kingdom,['29310'],EVISOLUTIONS,SW19,EVISOLUTIONS|SW19,micro-entity,2020-12-31,2022-09-30,True,True,29310,False,,,,False,False,8.16974674880219,29310,Industrial,-2
11104946,ARCHWAY NORTHAMPTON LIMITED,active,ltd,2017-12-11,7 St Pauls Yard,Silver Street,Newport Pagnell,MK16 0EG,England,['41100'],ARCHWAYNORTHAMPTON,MK16,ARCHWAYNORTHAMPTON|MK16,micro-entity,2022-05-31,2024-02-29,True,True,41100,False,,,,False,False,8.062970568104038,41100,Buildings,-2
11143295,YK CONCEPTS UK LTD,active,ltd,2018-01-10,5 Blyth Avenue,Eccles,Manchester,M30 0YR,United Kingdom,['70229'],YKCONCEPTS,M30,YKCONCEPTS|M30,micro-entity,2023-01-29,2024-10-29,True,True,70229,False,,,,False,False,7.9808350444900755,70229,Other,-2
11337773,SHAPE YOUR FUTURE ONLINE LTD,active,ltd,2018-04-30,219 219 Providence Road,,Sheffield,S6 5BH,England,['70229'],SHAPEYOURFUTUREONLINE,S6,SHAPEYOURFUTUREONLINE|S6,micro-entity,2024-04-30,2026-01-31,True,False,70229,False,,,,False,False,7.6796714579055445,70229,Other,-2
11374585,PAINTING CLASSIC CARS LIMITED,active,ltd,2018-05-22,Unit 2 Birch Close,,Eastbourne,BN23 6PE,England,['45200'],PAINTINGCLASSICCARS,BN23,PAINTINGCLASSICCARS|BN23,micro-entity,2024-05-31,2026-02-28,True,False,45200,False,,,,False,False,7.619438740588638,45200,Other,-2
11377425,MUMMY FOOD LIMITED,active,ltd,2018-05-23,21 London Road,,Hastings,TN37 6AJ,United Kingdom,['56103'],MUMMYFOOD,TN37,MUMMYFOOD|TN37,micro-entity,2022-05-31,2024-02-29,True,True,56103,False,,,,False,False,7.616700889801506,56103,Other,-2
11549170,DEREK MURRAY FORMWORK LTD,active,ltd,2018-09-03,Flat 6 36 Sefton Park Road,,Bristol,BS7 9AJ,England,['42990'],DEREKMURRAYFORMWORK,BS7,DEREKMURRAYFORMWORK|BS7,micro-entity,2022-09-30,2024-06-30,True,True,42990,False,,,,False,False,7.3347022587268995,42990,Buildings,-2
11581762,DRIVEIT GLOBAL LTD,active,ltd,2018-09-21,14 Rochester Avenue,,Feltham,TW13 4EA,England,['62030'],DRIVEITGLOBAL,TW13,DRIVEITGLOBAL|TW13,dormant,2022-09-30,2024-06-30,True,True,62030,False,,,,False,False,7.285420944558521,62030,Other,-2
11631290,S.D FAIR SHIPPING LTD,active,ltd,2018-10-19,17 Rothesay Terrace,,Northampton,NN2 7ER,United Kingdom,['51210'],SDFAIRSHIPPING,NN2,SDFAIRSHIPPING|NN2,micro-entity,2022-10-31,2024-07-31,True,True,51210,False,,,,False,False,7.208761122518823,51210,Transport,-2
11726681,BILLY AMAZING SHIPPING SERVICE LTD,active,ltd,2018-12-14,20 Cosby Road,,Nottingham,NG2 4BW,England,['47990'],BILLYAMAZINGSHIPPINGSERVICE,NG2,BILLYAMAZINGSHIPPINGSERVICE|NG2,micro-entity,2021-11-30,2023-11-30,True,True,47990,False,,,,False,False,7.055441478439425,47990,Other,-2
11760127,EMMA MARIE BARTON CARE LTD,active,ltd,2019-01-10,9 Abberley Close,,Halesowen,B63 4LU,United Kingdom,['87100'],EMMAMARIEBARTONCARE,B63,EMMAMARIEBARTONCARE|B63,micro-entity,2022-01-31,2024-01-31,True,True,87100,False,,,,False,False,6.981519507186858,87100,Other,-2
11797154,DBB (PS) LIMITED,active,ltd,2019-01-30,142a Canterbury Road,,Folkestone,CT19 5PH,United Kingdom,['43999'],DBBPS,CT19,DBBPS|CT19,dormant,2024-01-31,2025-10-31,True,True,43999,False,,,,False,False,6.926762491444216,43999,Buildings,-2
11824337,AU FUSION LTD,active,ltd,2019-02-13,Daisyfield Business Centre Appleby Street,Unit 309,Blackburn,BB1 3BL,England,['46190'],AUFUSION,BB1,AUFUSION|BB1,micro-entity,2023-02-28,2024-11-30,True,True,46190,False,,,,False,False,6.888432580424367,46190,Other,-2
11826595,ESSEX ADVERTISING SERVICES LTD,active,ltd,2019-02-14,181-183 Station Lane,,Hornchurch,RM12 6LL,United Kingdom,['73110'],ESSEXADVERTISING,RM12,ESSEXADVERTISING|RM12,micro-entity,2020-02-28,2021-11-30,True,True,73110,False,,,,False,False,6.885694729637235,73110,Other,-2
11898399,ULVYORA LTD,active,ltd,2019-03-22,"Office 221, Paddington House New Road",,Kidderminster,DY10 1AL,United Kingdom,['47990'],ULVYORA,DY10,ULVYORA|DY10,micro-entity,2020-03-31,2021-04-05,True,True,47990,False,,,,False,False,6.787132101300479,47990,Other,-2
11909774,THE TETTENHALL FISH BAR LTD,active,ltd,2019-03-27,9 High Street,Tettenhall,Wolverhampton,WV6 8QS,England,['56103'],THETETTENHALLFISHBAR,WV6,THETETTENHALLFISHBAR|WV6,micro-entity,2022-03-31,2023-12-31,True,True,56103,False,,,,False,False,6.7734428473648185,56103,Other,-2
11989587,LILBLUEPRINTS LTD,active,ltd,2019-05-10,18 18 Berkeley Waye,,Hounslow,TW5 9HL,England,['62020'],LILBLUEPRINTS,TW5,LILBLUEPRINTS|TW5,micro-entity,2022-05-31,2024-02-29,True,True,62020,False,,,,False,False,6.652977412731006,62020,Other,-2
12001965,CWTCH DESIGNS LTD,active,ltd,2019-05-17,81 Treowen Road,Newbridge,Newport,NP11 3DP,Wales,['74100'],CWTCHDESIGNS,NP11,CWTCHDESIGNS|NP11,micro-entity,2024-05-31,2026-02-28,True,False,74100,False,,,,False,False,6.633812457221081,74100,Other,-2
12006171,10 BELOW LIMITED,active,ltd,2019-05-20,74 Bute Street,,Treorchy,CF42 6AH,Wales,['47290'],10BELOW,CF42,10BELOW|CF42,dormant,2022-05-31,2024-02-29,True,True,47290,False,,,,False,False,6.625598904859685,47290,Other,-2
12333884,TECH R US LIMITED,active,ltd,2019-11-26,1 Chambers Business Centre,1 Chapel Road,Oldham,OL8 4QQ,United Kingdom,['47910'],TECHRUS,OL8,TECHRUS|OL8,micro-entity,2021-11-30,2023-08-31,True,True,47910,False,,,,False,False,6.105407255304586,47910,Other,-2
12350997,APPLE  BITE YEOVIL LIMITED,active,ltd,2019-12-05,23 Sherborne Road,,Yeovil,BA21 4HD,England,['56103'],APPLEBITEYEOVIL,BA21,APPLEBITEYEOVIL|BA21,micro-entity,2020-12-31,2022-09-30,True,True,56103,False,,,,False,False,6.080766598220397,56103,Other,-2
12383584,SILVER PROPERTY LETTINGS LIMITED,active,ltd,2020-01-02,74 Upper Ratton Drive,,Eastbourne,BN20 9DQ,England,['68209'],SILVERPROPERTYLETTINGS,BN20,SILVERPROPERTYLETTINGS|BN20,dormant,2025-01-31,2026-10-31,True,False,68209,False,,,,False,False,6.0041067761806985,68209,Buildings,-2
12398854,DANIELCHANTEL LIMITED,active,ltd,2020-01-13,31 Chasewater Crescent,Broughton,Milton Keynes,MK10 9QJ,England,['56290'],DANIELCHANTEL,MK10,DANIELCHANTEL|MK10,micro-entity,2022-01-31,2024-01-31,True,True,56290,False,,,,False,False,5.973990417522245,56290,Other,-2
12439353,SAIGON BAR AND GRILL LTD,active,ltd,2020-02-03,203 Petts Wood Road,Petts Wood,Orpington,BR5 1LA,England,['56101'],SAIGONBARANDGRILL,BR5,SAIGONBARANDGRILL|BR5,micro-entity,2023-02-28,2024-11-30,True,True,56101,False,,,,False,False,5.916495550992471,56101,Other,-2
12450486,WESTCOTT FINANCIAL LIMITED,active,ltd,2020-02-07,"Flat 2, 1 Lansdowne Gardens",,London,SW8 2EQ,England,['64999'],WESTCOTTFINANCIAL,SW8,WESTCOTTFINANCIAL|SW8,micro-entity,2024-07-31,2026-04-30,True,False,64999,False,,,,False,False,5.905544147843942,64999,Other,-2
12462490,HBWORLD LTD,active,ltd,2020-02-14,Hillcrest House 143 London Road,Stockton Heath,Warrington,WA4 6LG,England,['93290'],HBWORLD,WA4,HBWORLD|WA4,micro-entity,2021-07-31,2023-04-30,True,True,93290,False,,,,False,False,5.886379192334018,93290,Other,-2
12474223,EMANUEL SECURITY SERVICES LTD,active,ltd,2020-02-20,Flat 51 Myrdale Lodge,415 Edgware Road,London,NW2 6FA,England,['80100'],EMANUELSECURITY,NW2,EMANUELSECURITY|NW2,micro-entity,2024-02-28,2025-11-30,True,True,80100,False,,,,False,False,5.8699520876112254,80100,Other,-2
12481175,BUBBLY HAND CARWASH LIMITED,active,ltd,2020-02-25,10 Ivanhoe Court,,Chesterfield,S41 7DY,England,['96090'],BUBBLYHANDCARWASH,S41,BUBBLYHANDCARWASH|S41,micro-entity,2021-02-28,2022-11-30,True,True,96090,False,,,,False,False,5.856262833675565,96090,Other,-2
12482349,AK DRIVING SERVICES LIMITED,active,ltd,2020-02-25,45 Southchurch Drive,,Nottingham,NG11 8AS,England,['52290'],AKDRIVING,NG11,AKDRIVING|NG11,micro-entity,2025-02-28,2026-11-30,True,False,52290,False,,,,False,False,5.856262833675565,52290,Transport,-2
12487068,ACCUK MARKETING SERVICES LTD,active,ltd,2020-02-27,12487068 - COMPANIES HOUSE DEFAULT ADDRESS,,Cardiff,CF14 8LH,,['82990'],ACCUKMARKETING,CF14,ACCUKMARKETING|CF14,dormant,2021-02-28,2022-11-30,True,True,82990,False,,,,False,False,5.8507871321013,82990,Buildings,-2
12501120,BY GOKCHE LTD,active,ltd,2020-03-05,Room 204 Ashley House 235-239 High Road,Wood Green,London,N22 8HF,United Kingdom,['47910'],BYGOKCHE,N22,BYGOKCHE|N22,micro-entity,2021-09-01,2023-06-01,True,True,47910,False,,,,False,False,5.831622176591376,47910,Other,-2
